t,x,y,z,battery
1783111640.364117,-3.7492854595184326,,14.759672164916992,100.0
1783111640.384039,-3.751060962677002,,14.759533882141113,100.0
1783111640.405833,-3.7517571449279785,,14.75774097442627,100.0
1783111640.424871,-3.7498106956481934,,14.757455825805664,100.0
1783111640.444921,-3.748103618621826,,14.756695747375488,100.0
1783111640.464596,-3.7481038570404053,,14.757513046264648,100.0
1783111640.4841201,-3.7481634616851807,,14.758135795593262,100.0
1783111640.505192,-3.7492728233337402,,14.75702953338623,100.0
1783111640.523942,-3.7474899291992188,,14.759724617004395,100.0
1783111640.54496,-3.748856544494629,,14.759187698364258,100.0
1783111640.563753,-3.750027656555176,,14.759354591369629,100.0
1783111640.5847301,-3.7487995624542236,,14.759714126586914,100.0
1783111640.607276,-3.751674175262451,,14.758933067321777,100.0
1783111640.625869,-3.7524149417877197,,14.759819030761719,100.0
1783111640.644762,-3.750964879989624,,14.758906364440918,100.0
1783111640.66431,-3.754098892211914,,14.758278846740723,100.0
1783111640.683979,-3.7543752193450928,0.0024312715977430344,14.757521629333496,100.0
1783111640.706443,-3.7531001567840576,0.005303988698869944,14.756486892700195,100.0
1783111640.724829,-3.7539944648742676,0.013946307823061943,14.754175186157227,100.0
1783111640.744585,-3.7531330585479736,0.018094943836331367,14.754491806030273,100.0
1783111640.7645981,-3.749819755554199,0.01889808103442192,14.753602027893066,100.0
1783111640.784278,-3.7499163150787354,0.020434729754924774,14.752374649047852,100.0
1783111640.8051898,-3.748880386352539,0.026640143245458603,14.750639915466309,100.0
1783111640.825705,-3.74685001373291,0.02992655709385872,14.752418518066406,100.0
1783111640.844425,-3.750075578689575,0.029015205800533295,14.751311302185059,100.0
1783111640.8648949,-3.748852491378784,0.027860678732395172,14.749550819396973,100.0
1783111640.883882,-3.748926877975464,0.03048110380768776,14.748021125793457,100.0
1783111640.92911,-3.747941493988037,0.03353840112686157,14.749213218688965,100.0
1783111640.930252,-3.747941493988037,0.03353840112686157,14.749213218688965,100.0
1783111640.944704,-3.74536395072937,0.03313198685646057,14.74920654296875,100.0
1783111640.964436,-3.744347333908081,0.033376410603523254,14.748251914978027,100.0
1783111640.9849632,-3.7440221309661865,0.03749193996191025,14.751760482788086,100.0
1783111641.0105238,-3.7463066577911377,0.04082237556576729,14.750953674316406,100.0
1783111641.024253,-3.745924234390259,0.04894135519862175,14.748534202575684,100.0
1783111641.044322,-3.743476390838623,0.048915449529886246,14.749449729919434,100.0
1783111641.0644,-3.7443573474884033,0.04884561896324158,14.748980522155762,100.0
1783111641.084814,-3.743018865585327,0.04563624784350395,14.747218132019043,100.0
1783111641.1089659,-3.7421071529388428,0.04402700439095497,14.746500015258789,100.0
1783111641.125809,-3.7432501316070557,0.04578597471117973,14.743685722351074,100.0
1783111641.144556,-3.7437479496002197,0.04810628294944763,14.7410306930542,100.0
